customer_id,order_date,year,month,category,quantity,discount_pct,shipping_fee_usd,total_amount_usd,customer_rating,is_repeat_customer,age,membership_tier,total_spend_usd,total_orders,avg_order_value_usd,revenue_usd,orders,unique_customers
C04745,2026-03-17,2026,3,Home & Kitchen,1,5,4.99,93.52,4.1,1,22,Platinum,1052.74,6,197.89,32872.17,266,261
C00922,2025-08-14,2025,8,Jewelry & Accessories,1,0,0,127.59,4.1,1,40,Gold,476.44,24,18.07,34388.76,290,286
C05816,2024-07-05,2024,7,Clothing & Apparel,1,5,6.99,72.63,4.6,1,36,Free,188.9,4,52.45,33667.59,286,283
C04389,2024-11-06,2024,11,Sports & Outdoors,2,0,0,62.44,4.1,1,44,Free,128.88,22,6.87,34159.4,260,254
C05488,2024-01-28,2024,1,Clothing & Apparel,3,0,0,140.71,4.1,1,50,Gold,176.72,10,19.08,31774.33,276,268
C03639,2025-03-05,2025,3,Jewelry & Accessories,5,0,0,233.7,4.1,1,34,Free,1296.52,38,35.24,38073.94,302,301
C05508,2022-01-03,2022,1,Health & Wellness,1,0,6.99,20.61,4.1,1,39,Gold,449.3,5,92.23,35008.98,290,284
C05864,2021-11-08,2021,11,Sports & Outdoors,1,0,6.99,62.37,4.1,0,29,Free,289.6,5,58.68,31966,260,254
C07943,2024-10-21,2024,10,Books,1,20,0,20.14,3.7,1,43,Gold,863.94,5,162.71,31867.25,285,278
C05423,2023-01-29,2023,1,Health & Wellness,1,40,6.99,17.65,4.1,0,30,Gold,1113.86,18,70.24,38618.99,284,279
C02974,2021-10-07,2021,10,Books,1,0,3.99,42.12,4.1,1,24,Free,91.37,1,94.46,33889.76,284,280
C05058,2021-05-02,2021,5,Home & Kitchen,2,0,6.99,65.16,3.3,1,25,Silver,77,1,71.51,34354.09,266,261
C01648,2024-04-14,2024,4,Toys & Games,3,0,0,87.62,3.5,1,25,Platinum,5158.86,16,290.15,33388.59,295,291
C03614,2025-07-10,2025,7,Health & Wellness,1,0,0,52.75,4.1,1,47,Free,3627.64,16,254.39,41236.16,269,267
C05664,2025-10-22,2025,10,Clothing & Apparel,1,20,4.99,28.77,4.1,1,55,Free,561.42,5,110.23,39940.71,287,282
C01737,2022-08-21,2022,8,Clothing & Apparel,1,0,3.99,30.4,3.7,1,28,Silver,426.53,11,45.06,35474.91,277,274
C04121,2021-03-27,2021,3,Sports & Outdoors,2,0,9.99,77.79,4.3,0,26,Free,2643.77,41,61.99,36891.43,292,285
C00217,2020-09-06,2020,9,Travel & Luggage,1,0,4.99,106.71,4.1,0,55,Free,103.63,4,23.19,34467.9,241,237
C01973,2022-05-08,2022,5,Pet Supplies,2,0,0,160,3.5,1,40,Silver,299.08,7,41.31,32317.62,254,249
C02202,2024-01-02,2024,1,Food & Grocery,1,10,4.99,17.3,4.1,1,54,Free,1195.25,24,44.05,31774.33,276,268
C03024,2020-06-02,2020,6,Home & Kitchen,4,15,0,349.88,4.1,1,42,Free,11195.16,62,189.1,31689.22,258,256
C06596,2023-11-29,2023,11,Electronics,1,0,9.99,158.86,4.1,1,41,Silver,738.29,23,32.81,34414.38,265,262
C00983,2025-08-19,2025,8,Electronics,1,5,3.99,149.29,4.1,1,37,Free,77.45,1,80.37,34388.76,290,286
C06577,2020-07-30,2020,7,Beauty & Personal Care,2,0,3.99,66.43,4.1,1,31,Silver,629.18,11,51.88,31542.99,266,261
C04687,2023-07-29,2023,7,Beauty & Personal Care,2,0,3.99,55.25,4.1,1,18,Gold,648.31,7,108.49,33716.87,263,258
C07253,2025-03-22,2025,3,Electronics,3,0,3.99,681.76,4.1,0,18,Silver,1033.98,35,28.77,38073.94,302,301
C03736,2020-09-21,2020,9,Home & Kitchen,2,0,6.99,211.61,4.7,1,48,Gold,547.25,8,79.55,34467.9,241,237
C00958,2021-11-30,2021,11,Beauty & Personal Care,3,25,4.99,49.88,3.5,1,47,Free,187.48,6,33.97,31966,260,254
C04379,2023-07-02,2023,7,Travel & Luggage,3,0,3.99,716.59,3.1,0,24,Free,676.1,10,69.29,33716.87,263,258
C03581,2025-02-03,2025,2,Health & Wellness,3,5,3.99,112.36,4.1,0,46,Free,2209.59,31,67.52,29197.88,255,255
C05434,2025-05-02,2025,5,Electronics,4,5,6.99,642.77,4.1,1,42,Free,800.81,3,305.46,36208.38,287,283
C05301,2023-02-04,2023,2,Electronics,2,0,0,205.46,4.1,0,18,Gold,97.41,4,26.59,32628.65,259,258
C02063,2025-03-05,2025,3,Electronics,3,0,3.99,116.4,4.1,0,34,Free,189.12,1,175.58,38073.94,302,301
C05494,2022-02-26,2022,2,Clothing & Apparel,2,25,3.99,89.56,3,0,38,Free,330.44,8,36.15,25922.18,237,236
C03040,2022-01-16,2022,1,Clothing & Apparel,2,0,3.99,115.55,4.4,1,18,Silver,39.23,4,11.47,35008.98,290,284
C01199,2025-01-05,2025,1,Electronics,1,0,0,251.66,4.1,1,34,Silver,927.62,12,72.64,32012.75,255,249
C00766,2024-04-25,2024,4,Home & Kitchen,1,10,3.99,94.75,4.1,1,38,Gold,1024.97,33,33.25,33388.59,295,291
C04611,2021-06-21,2021,6,Books,2,0,4.99,71.59,4.1,0,31,Free,991.77,19,52.3,32344.03,266,256
C07378,2023-05-09,2023,5,Toys & Games,2,0,0,170.17,3.9,0,47,Free,1652.77,15,97.99,39628.39,280,274
C04864,2022-03-28,2022,3,Electronics,1,0,4.99,227.06,4.7,1,25,Free,5798.14,27,227.48,31024.2,260,256
C02711,2022-09-10,2022,9,Clothing & Apparel,1,10,4.99,123.08,3.8,1,20,Gold,1461.71,38,35.33,33303.4,273,268
C07545,2023-06-23,2023,6,Sports & Outdoors,1,10,4.99,21.74,4.1,0,33,Free,463.36,7,58.95,34020.34,275,272
C02723,2024-04-25,2024,4,Clothing & Apparel,3,0,4.99,121.64,4.1,1,48,Free,2138.75,29,80.45,33388.59,295,291
C02715,2025-03-31,2025,3,Clothing & Apparel,1,20,0,41.32,4.1,0,23,Silver,547.25,7,69.97,38073.94,302,301
C03707,2021-12-23,2021,12,Home & Kitchen,2,25,3.99,145.99,4.1,0,23,Free,166.34,5,38.96,39234.46,304,300
C07289,2025-01-02,2025,1,Toys & Games,1,0,6.99,25.64,4.7,1,26,Free,1113.91,12,87.06,32012.75,255,249
C05610,2025-11-18,2025,11,Clothing & Apparel,1,0,0,80.2,4.1,1,46,Silver,7352.56,22,311.23,28149.83,240,240
C05369,2025-12-16,2025,12,Home & Kitchen,1,0,4.99,48.14,4.1,1,36,Free,1866.29,32,56.72,39321.84,304,298
C06948,2026-03-07,2026,3,Electronics,3,0,3.99,934.01,4.8,0,27,Free,1439.62,19,80.33,32872.17,266,261
C07214,2021-04-13,2021,4,Automotive,1,40,0,59.89,4.1,1,56,Silver,2250.49,13,168.09,30250.04,245,241
C00126,2023-10-07,2023,10,Books,1,10,0,49.74,4.1,0,34,Gold,8822.63,76,123.64,39317.26,290,287
C00758,2021-03-12,2021,3,Books,2,0,6.99,51.62,4.1,0,35,Free,384.88,19,21.59,36891.43,292,285
C00336,2023-01-24,2023,1,Clothing & Apparel,1,15,3.99,49.23,4.1,1,46,Free,1209.08,30,40.87,38618.99,284,279
C07539,2022-10-31,2022,10,Jewelry & Accessories,1,0,0,63.87,4.1,1,30,Free,264.25,3,87.79,39203.31,307,301
C06581,2023-10-05,2023,10,Clothing & Apparel,1,0,6.99,130.52,4.1,1,53,Free,298.74,8,35.28,39317.26,290,287
C06207,2022-08-15,2022,8,Jewelry & Accessories,2,0,3.99,275.51,3.7,0,51,Free,30.2,1,35.33,35474.91,277,274
C05869,2023-06-22,2023,6,Office Supplies,1,0,4.99,32.32,4.1,1,27,Silver,48.87,2,26.2,34020.34,275,272
C07252,2024-05-14,2024,5,Beauty & Personal Care,1,0,0,23.69,3.9,1,37,Silver,117.37,6,20.67,29911.52,260,252
C07013,2020-01-06,2020,1,Health & Wellness,1,5,0,19.81,4.7,1,39,Silver,2464.16,11,213.82,35415.25,266,261
C00158,2020-12-31,2020,12,Pet Supplies,3,20,0,82.61,4.1,0,19,Gold,844,21,41.36,39996.64,303,294
C07866,2022-07-24,2022,7,Toys & Games,2,0,9.99,75.99,4.4,0,23,Free,284.34,13,19.74,31442.92,263,260
C06825,2023-02-17,2023,2,Home & Kitchen,3,0,4.99,103.59,4.1,0,18,Free,397.91,10,37.71,32628.65,259,258
C07891,2021-11-29,2021,11,Health & Wellness,1,0,3.99,19.11,4.1,1,18,Gold,913.78,8,118.42,31966,260,254
C02486,2024-08-31,2024,8,Home & Kitchen,2,0,4.99,361.98,4.4,1,43,Free,404.76,22,19.46,31282.29,258,252
C04903,2021-11-04,2021,11,Sports & Outdoors,1,0,4.99,23.7,4,1,32,Platinum,2831.47,23,125.99,31966,260,254
C07604,2021-10-06,2021,10,Clothing & Apparel,1,0,0,54.94,4.4,1,26,Platinum,548.69,7,88.47,33889.76,284,280
C06442,2020-02-22,2020,2,Electronics,1,0,4.99,125.4,4.1,1,29,Gold,84.57,3,26.69,34304.78,268,263
C06850,2025-05-22,2025,5,Jewelry & Accessories,3,0,9.99,801.27,4.1,0,51,Silver,1971.07,35,50.6,36208.38,287,283
C05223,2022-08-01,2022,8,Office Supplies,1,0,0,179.24,4.1,1,24,Free,1272.12,14,97.7,35474.91,277,274
C04877,2022-10-24,2022,10,Books,1,15,6.99,18.99,4.1,0,18,Free,29.63,1,34.64,39203.31,307,301
C06916,2025-08-01,2025,8,Toys & Games,1,0,9.99,31.34,4.1,0,32,Free,1779.73,18,115.24,34388.76,290,286
C05504,2021-05-11,2021,5,Electronics,1,0,0,154.86,4.1,1,44,Silver,1161.43,19,57.08,34354.09,266,261
C06764,2024-11-29,2024,11,Clothing & Apparel,4,0,3.99,99.95,4.1,0,28,Free,3879.5,43,91.8,34159.4,260,254
C02183,2025-03-10,2025,3,Sports & Outdoors,3,0,4.99,46.86,4.1,1,47,Gold,1826.03,10,167.4,38073.94,302,301
C03642,2022-12-05,2022,12,Electronics,1,15,6.99,229.7,4.1,0,35,Silver,715.82,16,44.26,34494.54,281,275
C07635,2020-06-14,2020,6,Sports & Outdoors,1,0,9.99,74.44,4.1,1,30,Gold,2336.79,20,135.83,31689.22,258,256
C01840,2022-05-14,2022,5,Sports & Outdoors,2,0,6.99,258.09,4.1,1,50,Gold,113.29,1,105.32,32317.62,254,249
C04123,2024-08-30,2024,8,Health & Wellness,5,0,4.99,143.45,2.8,0,41,Gold,691.05,8,84.8,31282.29,258,252
C03520,2023-09-10,2023,9,Jewelry & Accessories,1,0,6.99,66.2,2.9,1,39,Free,52.49,1,55.88,33957.89,257,255
C06521,2022-06-29,2022,6,Home & Kitchen,3,15,3.99,420.16,4.1,0,39,Free,5525.51,17,353.69,39403.82,270,262
C03543,2025-12-04,2025,12,Pet Supplies,2,0,6.99,94.06,3.6,1,37,Gold,2318.68,28,96.64,39321.84,304,298
C03307,2023-01-15,2023,1,Clothing & Apparel,1,0,6.99,48.76,4.1,0,49,Free,2477.35,24,119.68,38618.99,284,279
C02735,2025-10-20,2025,10,Electronics,1,15,0,101.88,4,1,48,Free,1449.78,14,108.43,39940.71,287,282
C05848,2022-11-10,2022,11,Pet Supplies,1,0,0,122.2,4.1,0,28,Free,7626.98,53,127.22,36954.4,272,265
C07658,2021-06-03,2021,6,Pet Supplies,1,10,9.99,27.19,4.1,1,33,Silver,1136.9,10,112.05,32344.03,266,256
C00831,2023-08-28,2023,8,Home & Kitchen,2,0,3.99,113.28,4.9,1,70,Free,227.04,8,25.68,31889.91,261,256
C00907,2023-01-30,2023,1,Home & Kitchen,2,0,0,207.63,3.3,1,52,Silver,4853.96,46,117.63,38618.99,284,279
C01452,2023-10-28,2023,10,Food & Grocery,2,15,6.99,63.21,4.6,1,22,Free,2922.53,11,263.21,39317.26,290,287
C03627,2021-02-24,2021,2,Beauty & Personal Care,1,0,9.99,31.77,3.8,1,22,Free,607.77,8,86.44,30976.31,257,250
C06690,2024-08-09,2024,8,Health & Wellness,1,0,3.99,20.01,4.9,0,32,Free,4803.69,48,88.11,31282.29,258,252
C03245,2024-04-12,2024,4,Books,1,20,4.99,36.71,4.8,0,32,Free,932.63,28,38.4,33388.59,295,291
C04081,2022-01-28,2022,1,Clothing & Apparel,1,25,0,44.54,4.1,1,40,Free,182.83,2,105.09,35008.98,290,284
C05237,2021-11-09,2021,11,Food & Grocery,2,15,0,20.89,4.6,0,29,Free,134.95,8,15.25,31966,260,254
C05356,2025-01-28,2025,1,Sports & Outdoors,2,0,4.99,35.21,3.8,1,27,Free,741.34,36,21.3,32012.75,255,249
C01308,2024-01-29,2024,1,Books,1,5,6.99,21.83,4.1,1,46,Free,783.64,20,39.51,31774.33,276,268
C04402,2024-05-24,2024,5,Toys & Games,1,0,0,60.97,4.1,1,35,Silver,1162.05,47,26.81,29911.52,260,252
C04703,2021-01-09,2021,1,Travel & Luggage,1,20,4.99,103.61,4.1,1,35,Free,103.66,4,26.8,31245.22,281,278
C06824,2020-09-13,2020,9,Electronics,1,0,3.99,197.91,4.1,1,19,Free,534.86,7,67.39,34467.9,241,237
C02485,2025-02-25,2025,2,Books,3,10,4.99,67.06,4.1,1,18,Silver,1087.96,13,78.01,29197.88,255,255
C02588,2025-07-12,2025,7,Books,1,0,0,23.85,4.5,1,49,Silver,2496.53,41,63.3,41236.16,269,267
C01187,2022-05-26,2022,5,Clothing & Apparel,1,0,3.99,107.96,3.9,0,45,Platinum,5195.95,16,349.06,32317.62,254,249
C07116,2026-03-13,2026,3,Automotive,2,0,0,135.18,4.1,1,26,Free,52.17,2,27.94,32872.17,266,261
C02680,2020-12-13,2020,12,Jewelry & Accessories,1,10,3.99,86.78,4.1,1,49,Free,432.41,11,39.26,39996.64,303,294
C07748,2022-02-25,2022,2,Sports & Outdoors,1,10,6.99,57.6,4.1,1,33,Silver,1031.69,50,20.25,25922.18,237,236
C01060,2022-03-15,2022,3,Beauty & Personal Care,3,0,0,82.12,3.4,1,42,Gold,36.82,1,34.45,31024.2,260,256
C05976,2022-10-11,2022,10,Electronics,3,10,4.99,240.92,3,1,39,Free,3315.38,63,52.64,39203.31,307,301
C02895,2024-10-10,2024,10,Food & Grocery,1,40,0,12.92,4.5,1,37,Silver,593.73,6,109.54,31867.25,285,278
C02635,2023-06-05,2023,6,Electronics,2,10,0,492.64,4.1,1,41,Platinum,3719.01,19,189.36,34020.34,275,272
C02850,2026-03-16,2026,3,Pet Supplies,2,20,0,27.16,4.1,1,41,Free,1486.27,4,324.07,32872.17,266,261
C05652,2021-08-19,2021,8,Clothing & Apparel,2,0,3.99,153.25,4.1,1,55,Free,136.03,4,35.77,33747.82,267,260
C07555,2021-05-02,2021,5,Clothing & Apparel,2,15,4.99,84.65,4.1,1,28,Free,655.12,17,42.91,34354.09,266,261
C01118,2022-06-03,2022,6,Health & Wellness,1,0,6.99,57.72,4.1,1,22,Platinum,721.82,21,32.15,39403.82,270,262
C03539,2024-02-18,2024,2,Books,1,0,3.99,17.76,4.1,0,25,Free,696.35,8,79.71,32650.56,271,267
C06964,2025-12-05,2025,12,Electronics,1,0,6.99,129.95,4.6,0,48,Free,1236.8,39,31.79,39321.84,304,298
C03011,2023-02-05,2023,2,Automotive,3,0,6.99,110.21,3.8,1,32,Free,8560.32,28,266.17,32628.65,259,258
C00006,2024-12-02,2024,12,Beauty & Personal Care,4,15,6.99,48.71,4.1,1,34,Platinum,1639.15,20,79.99,31629.3,263,259
C07132,2023-02-02,2023,2,Home & Kitchen,1,20,4.99,23.03,4.1,0,18,Silver,1044.89,49,21.71,32628.65,259,258
C05478,2021-12-31,2021,12,Electronics,1,0,6.99,146.75,4.1,1,44,Free,411.31,5,76.81,39234.46,304,300
C01971,2024-05-31,2024,5,Travel & Luggage,1,0,3.99,147.86,4.1,1,50,Free,577.3,5,106.27,29911.52,260,252
C00572,2020-01-04,2020,1,Electronics,1,0,0,196.05,4,1,31,Free,833.49,9,91.92,35415.25,266,261
C04365,2020-10-21,2020,10,Home & Kitchen,1,0,4.99,80.65,4.1,1,32,Free,175.84,10,18.69,31217.93,269,262
C00698,2021-07-21,2021,7,Clothing & Apparel,1,0,0,70.33,4.1,1,45,Silver,1116.27,10,119.25,33495.74,275,270
C05668,2020-04-12,2020,4,Electronics,2,0,6.99,624.51,4.1,1,43,Free,226.22,8,25.32,34865.39,281,275
C02912,2025-04-21,2025,4,Food & Grocery,2,0,4.99,61.45,4.6,1,31,Free,26.78,1,28.33,31374.44,264,258
C02929,2024-10-31,2024,10,Electronics,1,25,9.99,58.1,4.1,0,59,Gold,1165.58,11,92.36,31867.25,285,278
C07488,2023-05-31,2023,5,Books,1,0,0,40.31,4.1,1,35,Free,655.58,4,144.84,39628.39,280,274
C04296,2025-01-20,2025,1,Pet Supplies,2,0,4.99,89.62,4.1,0,33,Free,1662.18,10,165.88,32012.75,255,249
C07836,2025-09-04,2025,9,Electronics,1,0,9.99,161.79,4.1,0,41,Gold,89.66,1,82.62,34675.45,264,258
C04974,2021-12-10,2021,12,Clothing & Apparel,1,10,3.99,54.39,2.8,1,45,Free,748.67,8,102.94,39234.46,304,300
C03178,2022-02-10,2022,2,Clothing & Apparel,4,10,0,130.98,4.1,1,33,Gold,208.34,4,55.45,25922.18,237,236
C00801,2020-02-09,2020,2,Electronics,1,0,0,196.37,4.1,1,47,Free,3292.97,40,92.61,34304.78,268,263
C07423,2025-09-25,2025,9,Automotive,1,0,0,22.43,3.9,0,61,Silver,157.46,7,22.55,34675.45,264,258
C03618,2024-02-11,2024,2,Food & Grocery,1,0,6.99,73.27,4.1,0,41,Free,979,12,83.38,32650.56,271,267
C02713,2020-12-15,2020,12,Books,1,20,4.99,24.97,4.4,0,32,Silver,1242.36,5,237.3,39996.64,303,294
C07177,2022-03-10,2022,3,Electronics,1,0,4.99,188.62,4.1,1,35,Silver,797.35,22,40.29,31024.2,260,256
C00375,2022-05-09,2022,5,Books,2,15,3.99,57.57,4.7,0,34,Free,46.69,1,45.75,32317.62,254,249
C03474,2020-12-23,2020,12,Automotive,2,0,0,188.26,3.7,1,39,Free,185.22,4,51.69,39996.64,303,294
C00033,2022-05-30,2022,5,Travel & Luggage,4,0,4.99,539.23,4.1,0,38,Free,170.56,2,76.22,32317.62,254,249
C01229,2022-07-19,2022,7,Clothing & Apparel,1,0,3.99,53.55,4.9,1,51,Silver,468.59,23,21.37,31442.92,263,260
C04882,2026-01-08,2026,1,Clothing & Apparel,1,0,4.99,51.24,4.1,1,27,Silver,613.99,13,44.49,44793.18,316,309
C06134,2022-03-20,2022,3,Toys & Games,4,0,6.99,300.19,4.6,1,26,Platinum,270.63,3,87.43,31024.2,260,256
C07357,2023-06-12,2023,6,Clothing & Apparel,1,5,3.99,26.44,4.1,1,50,Free,1506.44,21,67.92,34020.34,275,272
C02784,2020-12-27,2020,12,Food & Grocery,1,15,0,7.93,4.3,1,40,Free,2815.37,41,72.7,39996.64,303,294
C06810,2021-06-01,2021,6,Home & Kitchen,1,20,3.99,73.93,4.6,1,55,Silver,1423.79,16,78.23,32344.03,266,256
C06390,2023-01-22,2023,1,Electronics,3,0,4.99,426.61,3,1,23,Silver,2084.83,35,52.2,38618.99,284,279
C02952,2026-02-25,2026,2,Electronics,1,5,4.99,124.56,4.1,0,37,Silver,379.13,4,83.74,38488.48,254,251
C02307,2024-12-16,2024,12,Toys & Games,2,5,6.99,74.19,4.1,1,44,Gold,462.44,12,44.15,31629.3,263,259
C06409,2023-05-28,2023,5,Home & Kitchen,1,0,6.99,127.79,4.1,1,29,Platinum,3735.31,30,140.82,39628.39,280,274
C01443,2021-08-15,2021,8,Clothing & Apparel,1,0,0,82.68,4.1,0,56,Free,490.4,18,24.86,33747.82,267,260
C03043,2024-10-30,2024,10,Health & Wellness,2,20,6.99,69.89,2.8,1,49,Silver,647.53,18,33.95,31867.25,285,278
C01938,2025-01-13,2025,1,Clothing & Apparel,1,20,9.99,66.56,4.1,0,44,Free,2067.55,24,86.98,32012.75,255,249
C00364,2022-11-14,2022,11,Electronics,3,0,0,605.81,4.1,1,35,Silver,140.96,4,39.05,36954.4,272,265
C03334,2025-12-10,2025,12,Books,1,0,0,33.07,4,1,26,Free,775.01,14,51.61,39321.84,304,298
C03127,2023-04-01,2023,4,Electronics,1,10,0,200.71,4.1,0,18,Free,395.92,10,36.55,36986.87,283,277
C01391,2025-06-13,2025,6,Clothing & Apparel,1,25,9.99,49.71,4.2,1,21,Free,2217.49,22,90.7,40777.79,306,297
C06417,2025-07-29,2025,7,Clothing & Apparel,1,0,0,112.91,4.1,0,32,Free,808.58,18,39.13,41236.16,269,267
C06215,2021-06-17,2021,6,Electronics,1,15,0,114,4.1,0,27,Silver,243.98,12,19.72,32344.03,266,256
C00032,2025-09-20,2025,9,Books,1,0,0,40.83,4.1,1,18,Silver,1431.44,11,129.02,34675.45,264,258
C04111,2021-10-04,2021,10,Health & Wellness,1,40,3.99,22.35,4.1,0,50,Free,3297.58,43,81.97,33889.76,284,280
C07659,2021-12-16,2021,12,Electronics,3,0,3.99,270.61,4.1,0,49,Free,1387.29,37,42.79,39234.46,304,300
C00837,2020-12-16,2020,12,Clothing & Apparel,4,0,0,91.96,4.1,1,31,Silver,1430.56,6,222.6,39996.64,303,294
C04060,2020-11-29,2020,11,Clothing & Apparel,2,15,0,125.37,4.1,0,30,Free,1983.83,10,214.01,36607.41,279,271
C02515,2022-10-30,2022,10,Electronics,4,0,3.99,741.97,4.2,0,32,Platinum,4306.91,68,71.74,39203.31,307,301
C02745,2024-02-20,2024,2,Pet Supplies,1,15,9.99,83.94,4.5,0,34,Free,55.91,1,51.36,32650.56,271,267
C01792,2023-01-02,2023,1,Health & Wellness,1,0,9.99,42.43,4.1,1,33,Silver,796.18,4,207.99,38618.99,284,279
C02050,2025-09-08,2025,9,Sports & Outdoors,1,0,3.99,78.13,4.1,0,33,Silver,2095.24,44,41.64,34675.45,264,258
C02973,2020-11-03,2020,11,Automotive,1,0,0,119.01,3.3,0,38,Platinum,856.42,18,42.44,36607.41,279,271
C03631,2024-10-28,2024,10,Electronics,1,0,9.99,163.57,3.6,1,21,Free,215.65,2,104.14,31867.25,285,278
C04589,2025-11-01,2025,11,Clothing & Apparel,1,0,0,77.46,4.1,1,36,Gold,6286.34,34,168.08,28149.83,240,240
C04551,2024-09-17,2024,9,Home & Kitchen,2,0,9.99,86.68,4.1,1,34,Free,58.67,2,32.88,36001.08,293,290
C06659,2022-05-04,2022,5,Toys & Games,5,30,0,157.12,4.1,1,47,Silver,123.46,1,123.87,32317.62,254,249
C02277,2022-01-20,2022,1,Beauty & Personal Care,1,0,0,15.52,4.1,1,35,Silver,612.87,17,34.43,35008.98,290,284
C00830,2022-08-27,2022,8,Home & Kitchen,3,0,9.99,207.27,4.1,1,20,Free,247.18,5,49.06,35474.91,277,274
C03360,2025-04-16,2025,4,Beauty & Personal Care,1,0,0,60.95,4.3,1,52,Silver,8656.56,16,521.79,31374.44,264,258
C06425,2021-03-11,2021,3,Electronics,1,20,0,67.54,4.1,1,32,Platinum,606.29,3,229.22,36891.43,292,285
C05732,2022-06-28,2022,6,Office Supplies,1,0,4.99,61.92,2.5,1,19,Free,1656.86,12,128.4,39403.82,270,262
C05799,2024-12-16,2024,12,Home & Kitchen,2,0,0,102.94,4.1,0,35,Free,113.2,3,41.03,31629.3,263,259
C05885,2026-01-06,2026,1,Jewelry & Accessories,3,0,0,184.68,4.1,1,50,Free,421.43,11,35.93,44793.18,316,309
C03294,2025-07-07,2025,7,Beauty & Personal Care,1,0,9.99,90.5,3.8,0,25,Free,884.45,12,66.71,41236.16,269,267
C00177,2021-08-04,2021,8,Electronics,1,0,0,110.9,4.2,1,24,Free,1671.8,17,99.61,33747.82,267,260
C01267,2020-11-06,2020,11,Electronics,1,0,6.99,87.83,4.1,0,41,Free,124.52,6,22.05,36607.41,279,271
C03368,2020-07-15,2020,7,Electronics,1,0,3.99,225.28,3.2,1,41,Free,2731.59,33,80.19,31542.99,266,261
C01473,2024-12-11,2024,12,Clothing & Apparel,2,25,0,131.44,4.1,1,52,Gold,243.99,9,28.26,31629.3,263,259
C04826,2022-09-04,2022,9,Clothing & Apparel,1,0,9.99,67.82,4.1,0,38,Free,3182.77,55,61.24,33303.4,273,268
C06736,2020-08-30,2020,8,Food & Grocery,4,0,6.99,57.31,2.9,0,35,Free,243.62,7,34.67,35804.39,289,284
C03823,2021-08-08,2021,8,Clothing & Apparel,1,10,0,39.94,4.1,0,50,Silver,674.68,14,42.24,33747.82,267,260
C07072,2025-06-12,2025,6,Electronics,2,0,0,446.09,4.1,1,18,Gold,245.42,8,28.1,40777.79,306,297
C03427,2020-12-02,2020,12,Clothing & Apparel,4,0,0,192.68,4.1,1,36,Free,53.61,3,17.69,39996.64,303,294
C06266,2021-10-23,2021,10,Jewelry & Accessories,1,30,4.99,37.09,4.1,0,23,Free,401.91,6,62.98,33889.76,284,280
C02456,2024-08-03,2024,8,Beauty & Personal Care,1,0,0,19.26,4.1,1,38,Free,965,27,32.05,31282.29,258,252
C05596,2020-07-25,2020,7,Home & Kitchen,1,0,9.99,65.38,4.1,1,43,Gold,718.57,21,32.35,31542.99,266,261
C03172,2022-08-29,2022,8,Toys & Games,1,20,0,62.02,4.1,0,48,Free,618.66,12,58.72,35474.91,277,274
C02869,2021-11-05,2021,11,Clothing & Apparel,4,15,3.99,187.18,4.1,1,57,Free,876.2,9,84.74,31966,260,254
C01159,2021-12-26,2021,12,Toys & Games,1,10,4.99,75.3,4.1,1,18,Free,241.96,7,37.38,39234.46,304,300
C07717,2021-10-25,2021,10,Sports & Outdoors,1,20,6.99,43.01,4.1,1,45,Gold,307.15,5,70.84,33889.76,284,280
C01764,2020-10-12,2020,10,Clothing & Apparel,1,5,4.99,93.37,4.1,0,34,Silver,1810.69,25,81.2,31217.93,269,262
C04633,2023-01-01,2023,1,Food & Grocery,1,5,9.99,62.49,4.1,0,68,Silver,141.98,3,44.02,38618.99,284,279
C05735,2024-09-09,2024,9,Food & Grocery,2,0,4.99,73.29,4.1,0,30,Free,831.69,15,61.57,36001.08,293,290
C02852,2021-10-05,2021,10,Electronics,1,0,9.99,192.51,4.1,1,35,Free,617.36,12,47.78,33889.76,284,280
C05027,2024-09-12,2024,9,Toys & Games,2,15,4.99,118.19,4.1,1,45,Free,1722.53,14,127.4,36001.08,293,290
C04650,2021-12-21,2021,12,Beauty & Personal Care,2,5,4.99,54.27,4.1,1,33,Silver,170.94,2,77.65,39234.46,304,300
C06564,2021-09-28,2021,9,Sports & Outdoors,1,5,4.99,42.84,4.1,0,32,Silver,9817.11,53,196.84,30858.17,263,256
C06086,2024-04-03,2024,4,Electronics,2,0,9.99,224.37,4.1,0,36,Free,137.96,5,30.46,33388.59,295,291
C04937,2023-05-04,2023,5,Office Supplies,2,0,0,213.13,4.1,0,46,Free,2183.33,34,72.92,39628.39,280,274
C02207,2025-08-27,2025,8,Clothing & Apparel,1,0,4.99,28.55,4.1,1,42,Free,305.81,6,54.07,34388.76,290,286
C07392,2020-01-29,2020,1,Electronics,5,0,0,624.25,3.3,1,35,Free,398.19,21,21.38,35415.25,266,261
C01057,2024-05-04,2024,5,Health & Wellness,1,0,3.99,21.71,4.1,1,27,Free,2373.29,35,63.71,29911.52,260,252
C07971,2024-12-05,2024,12,Sports & Outdoors,2,0,3.99,81.97,4.1,0,35,Silver,976.26,18,63.61,31629.3,263,259
C00373,2021-03-22,2021,3,Home & Kitchen,2,20,9.99,322.22,4.1,0,33,Gold,503.57,3,176.17,36891.43,292,285
C04263,2022-09-05,2022,9,Home & Kitchen,3,0,9.99,123.23,3.4,0,33,Silver,2180.05,43,48.55,33303.4,273,268
